GRVNumber|PurchaseOrderNumber|SiteCode|ItemCode|ReceivedQuantity|ActualReceiptDate|IBTSourceSite|SupplierCode|PurchaseOrderLineNumber|TotalCost|ReceiptCurrencyCode
GRV_CLOTH01_001032|PO_CLOTH01_20240902_DC_01_001708|DC_01|ITM_BAS_0005|466|2024-09-12 00:00:00||SUP_006|1|1584.4|USD
GRV_CLOTH01_001033|PO_CLOTH01_20240902_DC_01_001709|DC_01|ITM_BAS_0006|423|2024-09-12 00:00:00||SUP_007|1|1983.87|USD
GRV_CLOTH01_001034|PO_CLOTH01_20240902_DC_01_001717|DC_01|ITM_BOT_0025|37|2024-09-12 00:00:00||SUP_006|1|1069.3|USD
GRV_CLOTH01_001035|PO_CLOTH01_20240902_DC_01_001718|DC_01|ITM_BOT_0026|29|2024-09-12 00:00:00||SUP_007|1|1003.4|USD
GRV_CLOTH01_001036|PO_CLOTH01_20240902_DC_01_001727|DC_01|ITM_FOO_0035|54|2024-09-12 00:00:00||SUP_006|1|2347.38|USD
GRV_CLOTH01_001037|PO_CLOTH01_20240902_DC_01_001728|DC_01|ITM_FOO_0036|57|2024-09-12 00:00:00||SUP_007|1|2812.95|USD
GRV_CLOTH01_001038|PO_CLOTH01_20240902_DC_01_001735|DC_01|ITM_OUT_0045|13|2024-09-12 00:00:00||SUP_006|1|937.56|USD
GRV_CLOTH01_001039|PO_CLOTH01_20240902_DC_01_001719|DC_01|ITM_BOT_0027|77|2024-09-12 00:00:00||SUP_008|1|2497.11|USD
GRV_CLOTH01_001040|PO_CLOTH01_20240826_DC_01_001642|DC_01|ITM_BAS_0008|591|2024-09-13 00:00:00||SUP_009|1|1997.58|USD
GRV_CLOTH01_001041|PO_CLOTH01_20240826_DC_01_001646|DC_01|ITM_BOT_0023|205|2024-09-13 00:00:00||SUP_004|1|3015.55|USD
GRV_CLOTH01_001042|PO_CLOTH01_20240826_DC_01_001656|DC_01|ITM_FOO_0033|52|2024-09-13 00:00:00||SUP_004|1|2359.76|USD
GRV_CLOTH01_001043|PO_CLOTH01_20240826_DC_01_001661|DC_01|ITM_FOO_0038|15|2024-09-13 00:00:00||SUP_009|1|409.95|USD
GRV_CLOTH01_001044|PO_CLOTH01_20240826_DC_01_001665|DC_01|ITM_OUT_0043|7|2024-09-13 00:00:00||SUP_004|1|444.64|USD
GRV_CLOTH01_001045|PO_CLOTH01_20240902_DC_01_001707|DC_01|ITM_BAS_0004|240|2024-09-13 00:00:00||SUP_005|1|1456.8|USD
GRV_CLOTH01_001046|PO_CLOTH01_20240902_DC_01_001716|DC_01|ITM_BOT_0024|56|2024-09-13 00:00:00||SUP_005|1|2000.88|USD
GRV_CLOTH01_001047|PO_CLOTH01_20240902_DC_01_001726|DC_01|ITM_FOO_0034|16|2024-09-13 00:00:00||SUP_005|1|905.76|USD
GRV_CLOTH01_001048|PO_CLOTH01_20240902_DC_01_001734|DC_01|ITM_OUT_0044|49|2024-09-13 00:00:00||SUP_005|1|4847.57|USD
GRV_CLOTH01_001049|PO_CLOTH01_20240826_DC_01_001664|DC_01|ITM_OUT_0041|2|2024-09-13 00:00:00||SUP_002|1|118.08|USD
GRV_CLOTH01_001050|PO_CLOTH01_20240902_DC_01_001731|DC_01|ITM_FOO_0039|33|2024-09-13 00:00:00||SUP_010|1|995.61|USD
GRV_CLOTH01_001051|PO_CLOTH01_20240826_DC_01_001659|DC_01|ITM_FOO_0036|15|2024-09-14 00:00:00||SUP_007|1|740.25|USD
GRV_CLOTH01_001052|PO_CLOTH01_20240812_DC_01_001512|DC_01|ITM_BOT_0028|88|2024-09-15 00:00:00||SUP_009|1|2377.76|USD
GRV_CLOTH01_001053|PO_CLOTH01_20240902_DC_01_001724|DC_01|ITM_BOT_0032|11|2024-09-16 00:00:00||SUP_003|1|387.42|USD
GRV_CLOTH01_001054|PO_CLOTH01_20240909_DC_01_001773|DC_01|ITM_BAS_0002|363|2024-09-16 00:00:00||SUP_003|1|3365.01|USD
GRV_CLOTH01_001055|PO_CLOTH01_20240909_DC_01_001790|DC_01|ITM_BOT_0032|22|2024-09-16 00:00:00||SUP_003|1|774.84|USD
GRV_CLOTH01_001056|PO_CLOTH01_20240826_DC_01_001651|DC_01|ITM_BOT_0028|224|2024-09-16 00:00:00||SUP_009|1|6052.48|USD
GRV_CLOTH01_001057|PO_CLOTH01_20240909_DC_01_001772|DC_01|ITM_BAS_0001|271|2024-09-17 00:00:00||SUP_002|1|2113.8|USD
GRV_CLOTH01_001058|PO_CLOTH01_20240909_DC_01_001780|DC_01|ITM_BAS_0009|453|2024-09-17 00:00:00||SUP_010|1|2061.15|USD
GRV_CLOTH01_001059|PO_CLOTH01_20240909_DC_01_001797|DC_01|ITM_FOO_0039|37|2024-09-17 00:00:00||SUP_010|1|1116.29|USD
GRV_CLOTH01_001060|PO_CLOTH01_20240909_DC_01_001799|DC_01|ITM_OUT_0041|3|2024-09-17 00:00:00||SUP_002|1|177.12|USD
GRV_CLOTH01_001061|PO_CLOTH01_20240902_DC_01_001719|DC_01|ITM_BOT_0027|42|2024-09-17 00:00:00||SUP_008|1|1362.06|USD
GRV_CLOTH01_001062|PO_CLOTH01_20240826_DC_01_001637|DC_01|ITM_BAS_0003|550|2024-09-17 00:00:00||SUP_004|1|2084.5|USD
GRV_CLOTH01_001063|PO_CLOTH01_20240909_DC_01_001778|DC_01|ITM_BAS_0007|306|2024-09-18 00:00:00||SUP_008|1|2031.84|USD
GRV_CLOTH01_001064|PO_CLOTH01_20240909_DC_01_001786|DC_01|ITM_BOT_0027|150|2024-09-18 00:00:00||SUP_008|1|4864.5|USD
GRV_CLOTH01_001065|PO_CLOTH01_20240909_DC_01_001795|DC_01|ITM_FOO_0037|10|2024-09-18 00:00:00||SUP_008|1|189.2|USD
GRV_CLOTH01_001066|PO_CLOTH01_20240909_DC_01_001804|DC_01|ITM_ACC_0047|9|2024-09-18 00:00:00||SUP_008|1|64.53|USD
GRV_CLOTH01_001067|PO_CLOTH01_20240909_DC_01_001789|DC_01|ITM_BOT_0031|105|2024-09-18 00:00:00||SUP_002|1|2883.3|USD
GRV_CLOTH01_001068|PO_CLOTH01_20240902_DC_01_001713|DC_01|ITM_BAS_0010|100|2024-09-19 00:00:00||SUP_001|1|762.0|USD
GRV_CLOTH01_001069|PO_CLOTH01_20240902_DC_01_001722|DC_01|ITM_BOT_0030|73|2024-09-19 00:00:00||SUP_001|1|1649.8|USD
GRV_CLOTH01_001070|PO_CLOTH01_20240902_DC_01_001736|DC_01|ITM_FOR_0050|6|2024-09-19 00:00:00||SUP_001|1|759.6|USD
GRV_CLOTH01_001071|PO_CLOTH01_20240909_DC_01_001776|DC_01|ITM_BAS_0005|369|2024-09-19 00:00:00||SUP_006|1|1254.6|USD
GRV_CLOTH01_001072|PO_CLOTH01_20240909_DC_01_001777|DC_01|ITM_BAS_0006|430|2024-09-19 00:00:00||SUP_007|1|2016.7|USD
GRV_CLOTH01_001073|PO_CLOTH01_20240909_DC_01_001784|DC_01|ITM_BOT_0025|115|2024-09-19 00:00:00||SUP_006|1|3323.5|USD
GRV_CLOTH01_001074|PO_CLOTH01_20240909_DC_01_001785|DC_01|ITM_BOT_0026|62|2024-09-19 00:00:00||SUP_007|1|2145.2|USD
GRV_CLOTH01_001075|PO_CLOTH01_20240909_DC_01_001793|DC_01|ITM_FOO_0035|136|2024-09-19 00:00:00||SUP_006|1|5911.92|USD
GRV_CLOTH01_001076|PO_CLOTH01_20240909_DC_01_001794|DC_01|ITM_FOO_0036|29|2024-09-19 00:00:00||SUP_007|1|1431.15|USD
GRV_CLOTH01_001077|PO_CLOTH01_20240909_DC_01_001803|DC_01|ITM_OUT_0045|28|2024-09-19 00:00:00||SUP_006|1|2019.36|USD
GRV_CLOTH01_001078|PO_CLOTH01_20240902_DC_01_001706|DC_01|ITM_BAS_0003|480|2024-09-20 00:00:00||SUP_004|1|1819.2|USD
GRV_CLOTH01_001079|PO_CLOTH01_20240902_DC_01_001711|DC_01|ITM_BAS_0008|344|2024-09-20 00:00:00||SUP_009|1|1162.72|USD
GRV_CLOTH01_001080|PO_CLOTH01_20240902_DC_01_001715|DC_01|ITM_BOT_0023|80|2024-09-20 00:00:00||SUP_004|1|1176.8|USD
GRV_CLOTH01_001081|PO_CLOTH01_20240902_DC_01_001720|DC_01|ITM_BOT_0028|71|2024-09-20 00:00:00||SUP_009|1|1918.42|USD
GRV_CLOTH01_001082|PO_CLOTH01_20240902_DC_01_001725|DC_01|ITM_FOO_0033|68|2024-09-20 00:00:00||SUP_004|1|3085.84|USD
GRV_CLOTH01_001083|PO_CLOTH01_20240902_DC_01_001730|DC_01|ITM_FOO_0038|11|2024-09-20 00:00:00||SUP_009|1|300.63|USD
GRV_CLOTH01_001084|PO_CLOTH01_20240902_DC_01_001733|DC_01|ITM_OUT_0043|21|2024-09-20 00:00:00||SUP_004|1|1333.92|USD
GRV_CLOTH01_001085|PO_CLOTH01_20240909_DC_01_001775|DC_01|ITM_BAS_0004|260|2024-09-20 00:00:00||SUP_005|1|1578.2|USD
GRV_CLOTH01_001086|PO_CLOTH01_20240909_DC_01_001783|DC_01|ITM_BOT_0024|5|2024-09-20 00:00:00||SUP_005|1|178.65|USD
GRV_CLOTH01_001087|PO_CLOTH01_20240909_DC_01_001792|DC_01|ITM_FOO_0034|36|2024-09-20 00:00:00||SUP_005|1|2037.96|USD
GRV_CLOTH01_001088|PO_CLOTH01_20240909_DC_01_001800|DC_01|ITM_OUT_0042|7|2024-09-22 00:00:00||SUP_003|1|322.0|USD
GRV_CLOTH01_001089|PO_CLOTH01_20240916_DC_01_001841|DC_01|ITM_BAS_0002|455|2024-09-23 00:00:00||SUP_003|1|4217.85|USD
GRV_CLOTH01_001090|PO_CLOTH01_20240916_DC_01_001858|DC_01|ITM_TOP_0022|52|2024-09-23 00:00:00||SUP_003|1|504.92|USD
GRV_CLOTH01_001091|PO_CLOTH01_20240916_DC_01_001868|DC_01|ITM_BOT_0032|136|2024-09-23 00:00:00||SUP_003|1|4789.92|USD
GRV_CLOTH01_001092|PO_CLOTH01_20240916_DC_01_001878|DC_01|ITM_OUT_0042|7|2024-09-23 00:00:00||SUP_003|1|322.0|USD
GRV_CLOTH01_001093|PO_CLOTH01_20240909_DC_01_001802|DC_01|ITM_OUT_0044|24|2024-09-23 00:00:00||SUP_005|1|2374.32|USD
GRV_CLOTH01_001094|PO_CLOTH01_20240916_DC_01_001840|DC_01|ITM_BAS_0001|437|2024-09-24 00:00:00||SUP_002|1|3408.6|USD
GRV_CLOTH01_001095|PO_CLOTH01_20240916_DC_01_001848|DC_01|ITM_BAS_0009|363|2024-09-24 00:00:00||SUP_010|1|1651.65|USD
GRV_CLOTH01_001096|PO_CLOTH01_20240916_DC_01_001855|DC_01|ITM_TOP_0019|76|2024-09-24 00:00:00||SUP_010|1|847.4|USD
GRV_CLOTH01_001097|PO_CLOTH01_20240916_DC_01_001857|DC_01|ITM_TOP_0021|50|2024-09-24 00:00:00||SUP_002|1|764.0|USD
GRV_CLOTH01_001098|PO_CLOTH01_20240916_DC_01_001865|DC_01|ITM_BOT_0029|12|2024-09-24 00:00:00||SUP_010|1|471.0|USD
GRV_CLOTH01_001099|PO_CLOTH01_20240916_DC_01_001867|DC_01|ITM_BOT_0031|11|2024-09-24 00:00:00||SUP_002|1|302.06|USD
GRV_CLOTH01_001100|PO_CLOTH01_20240916_DC_01_001875|DC_01|ITM_FOO_0039|40|2024-09-24 00:00:00||SUP_010|1|1206.8|USD
GRV_CLOTH01_001101|PO_CLOTH01_20240916_DC_01_001877|DC_01|ITM_OUT_0041|9|2024-09-24 00:00:00||SUP_002|1|531.36|USD
GRV_CLOTH01_001102|PO_CLOTH01_20240916_DC_01_001846|DC_01|ITM_BAS_0007|315|2024-09-25 00:00:00||SUP_008|1|2091.6|USD
GRV_CLOTH01_001103|PO_CLOTH01_20240916_DC_01_001854|DC_01|ITM_TOP_0017|47|2024-09-25 00:00:00||SUP_008|1|1105.44|USD
GRV_CLOTH01_001104|PO_CLOTH01_20240916_DC_01_001863|DC_01|ITM_BOT_0027|116|2024-09-25 00:00:00||SUP_008|1|3761.88|USD
GRV_CLOTH01_001105|PO_CLOTH01_20240916_DC_01_001873|DC_01|ITM_FOO_0037|34|2024-09-25 00:00:00||SUP_008|1|643.28|USD
GRV_CLOTH01_001106|PO_CLOTH01_20240916_DC_01_001883|DC_01|ITM_ACC_0047|9|2024-09-25 00:00:00||SUP_008|1|64.53|USD
GRV_CLOTH01_001107|PO_CLOTH01_20240909_DC_01_001781|DC_01|ITM_BAS_0010|153|2024-09-26 00:00:00||SUP_001|1|1165.86|USD
GRV_CLOTH01_001108|PO_CLOTH01_20240909_DC_01_001788|DC_01|ITM_BOT_0030|95|2024-09-26 00:00:00||SUP_001|1|2147.0|USD
GRV_CLOTH01_001109|PO_CLOTH01_20240909_DC_01_001798|DC_01|ITM_FOO_0040|23|2024-09-26 00:00:00||SUP_001|1|471.27|USD
GRV_CLOTH01_001110|PO_CLOTH01_20240916_DC_01_001845|DC_01|ITM_BAS_0006|410|2024-09-26 00:00:00||SUP_007|1|1922.9|USD
GRV_CLOTH01_001111|PO_CLOTH01_20240916_DC_01_001853|DC_01|ITM_TOP_0016|104|2024-09-26 00:00:00||SUP_007|1|2700.88|USD
GRV_CLOTH01_001112|PO_CLOTH01_20240916_DC_01_001861|DC_01|ITM_BOT_0025|34|2024-09-26 00:00:00||SUP_006|1|982.6|USD
GRV_CLOTH01_001113|PO_CLOTH01_20240916_DC_01_001862|DC_01|ITM_BOT_0026|23|2024-09-26 00:00:00||SUP_007|1|795.8|USD
GRV_CLOTH01_001114|PO_CLOTH01_20240916_DC_01_001871|DC_01|ITM_FOO_0035|44|2024-09-26 00:00:00||SUP_006|1|1912.68|USD
GRV_CLOTH01_001115|PO_CLOTH01_20240916_DC_01_001872|DC_01|ITM_FOO_0036|19|2024-09-26 00:00:00||SUP_007|1|937.65|USD
GRV_CLOTH01_001116|PO_CLOTH01_20240916_DC_01_001882|DC_01|ITM_ACC_0046|7|2024-09-26 00:00:00||SUP_007|1|69.86|USD
GRV_CLOTH01_001117|PO_CLOTH01_20240902_DC_01_001732|DC_01|ITM_FOO_0040|59|2024-09-26 00:00:00||SUP_001|1|1208.91|USD
GRV_CLOTH01_001118|PO_CLOTH01_20240909_DC_01_001774|DC_01|ITM_BAS_0003|530|2024-09-27 00:00:00||SUP_004|1|2008.7|USD
GRV_CLOTH01_001119|PO_CLOTH01_20240909_DC_01_001779|DC_01|ITM_BAS_0008|373|2024-09-27 00:00:00||SUP_009|1|1260.74|USD
GRV_CLOTH01_001120|PO_CLOTH01_20240909_DC_01_001782|DC_01|ITM_BOT_0023|113|2024-09-27 00:00:00||SUP_004|1|1662.23|USD
GRV_CLOTH01_001121|PO_CLOTH01_20240909_DC_01_001787|DC_01|ITM_BOT_0028|111|2024-09-27 00:00:00||SUP_009|1|2999.22|USD
GRV_CLOTH01_001122|PO_CLOTH01_20240909_DC_01_001791|DC_01|ITM_FOO_0033|42|2024-09-27 00:00:00||SUP_004|1|1905.96|USD
GRV_CLOTH01_001123|PO_CLOTH01_20240909_DC_01_001796|DC_01|ITM_FOO_0038|6|2024-09-27 00:00:00||SUP_009|1|163.98|USD
GRV_CLOTH01_001124|PO_CLOTH01_20240909_DC_01_001801|DC_01|ITM_OUT_0043|20|2024-09-27 00:00:00||SUP_004|1|1270.4|USD
GRV_CLOTH01_001125|PO_CLOTH01_20240916_DC_01_001843|DC_01|ITM_BAS_0004|195|2024-09-27 00:00:00||SUP_005|1|1183.65|USD
GRV_CLOTH01_001126|PO_CLOTH01_20240916_DC_01_001851|DC_01|ITM_TOP_0014|6|2024-09-27 00:00:00||SUP_005|1|156.36|USD
GRV_CLOTH01_001127|PO_CLOTH01_20240916_DC_01_001860|DC_01|ITM_BOT_0024|11|2024-09-27 00:00:00||SUP_005|1|393.03|USD
GRV_CLOTH01_001128|PO_CLOTH01_20240916_DC_01_001870|DC_01|ITM_FOO_0034|52|2024-09-27 00:00:00||SUP_005|1|2943.72|USD
GRV_CLOTH01_001129|PO_CLOTH01_20240916_DC_01_001880|DC_01|ITM_OUT_0044|8|2024-09-27 00:00:00||SUP_005|1|791.44|USD
GRV_CLOTH01_001130|PO_CLOTH01_20240916_DC_01_001844|DC_01|ITM_BAS_0005|414|2024-09-28 00:00:00||SUP_006|1|1407.6|USD
GRV_CLOTH01_001131|PO_CLOTH01_20240916_DC_01_001858|DC_01|ITM_TOP_0022|31|2024-09-29 00:00:00||SUP_003|1|301.01|USD
GRV_CLOTH01_001132|PO_CLOTH01_20240923_DC_01_001920|DC_01|ITM_BAS_0002|401|2024-09-30 00:00:00||SUP_003|1|3717.27|USD
GRV_CLOTH01_001133|PO_CLOTH01_20240923_DC_01_001930|DC_01|ITM_TOP_0012|110|2024-09-30 00:00:00||SUP_003|1|1389.3|USD
GRV_CLOTH01_001134|PO_CLOTH01_20240923_DC_01_001940|DC_01|ITM_TOP_0022|213|2024-09-30 00:00:00||SUP_003|1|2068.23|USD
GRV_CLOTH01_001135|PO_CLOTH01_20240923_DC_01_001949|DC_01|ITM_BOT_0032|63|2024-09-30 00:00:00||SUP_003|1|2218.86|USD
GRV_CLOTH01_001136|PO_CLOTH01_20240923_DC_01_001919|DC_01|ITM_BAS_0001|259|2024-10-01 00:00:00||SUP_002|1|2020.2|USD
GRV_CLOTH01_001137|PO_CLOTH01_20240923_DC_01_001927|DC_01|ITM_BAS_0009|371|2024-10-01 00:00:00||SUP_010|1|1688.05|USD
GRV_CLOTH01_001138|PO_CLOTH01_20240923_DC_01_001929|DC_01|ITM_TOP_0011|44|2024-10-01 00:00:00||SUP_002|1|881.32|USD
GRV_CLOTH01_001139|PO_CLOTH01_20240923_DC_01_001937|DC_01|ITM_TOP_0019|61|2024-10-01 00:00:00||SUP_010|1|680.15|USD
GRV_CLOTH01_001140|PO_CLOTH01_20240923_DC_01_001939|DC_01|ITM_TOP_0021|59|2024-10-01 00:00:00||SUP_002|1|901.52|USD
GRV_CLOTH01_001141|PO_CLOTH01_20240923_DC_01_001948|DC_01|ITM_BOT_0031|48|2024-10-01 00:00:00||SUP_002|1|1318.08|USD
GRV_CLOTH01_001142|PO_CLOTH01_20240923_DC_01_001956|DC_01|ITM_FOO_0039|11|2024-10-01 00:00:00||SUP_010|1|331.87|USD
GRV_CLOTH01_001143|PO_CLOTH01_20240923_DC_01_001958|DC_01|ITM_OUT_0041|1|2024-10-01 00:00:00||SUP_002|1|59.04|USD
GRV_CLOTH01_001144|PO_CLOTH01_20240916_DC_01_001852|DC_01|ITM_TOP_0015|46|2024-10-01 00:00:00||SUP_006|1|356.5|USD
GRV_CLOTH01_001145|PO_CLOTH01_20240916_DC_01_001881|DC_01|ITM_OUT_0045|6|2024-10-01 00:00:00||SUP_006|1|432.72|USD
GRV_CLOTH01_001146|PO_CLOTH01_20240923_DC_01_001925|DC_01|ITM_BAS_0007|352|2024-10-02 00:00:00||SUP_008|1|2337.28|USD
GRV_CLOTH01_001147|PO_CLOTH01_20240923_DC_01_001935|DC_01|ITM_TOP_0017|50|2024-10-02 00:00:00||SUP_008|1|1176.0|USD
GRV_CLOTH01_001148|PO_CLOTH01_20240923_DC_01_001945|DC_01|ITM_BOT_0027|182|2024-10-02 00:00:00||SUP_008|1|5902.26|USD
GRV_CLOTH01_001149|PO_CLOTH01_20240923_DC_01_001954|DC_01|ITM_FOO_0037|5|2024-10-02 00:00:00||SUP_008|1|94.6|USD
GRV_CLOTH01_001150|PO_CLOTH01_20240909_DC_01_001781|DC_01|ITM_BAS_0010|71|2024-10-02 00:00:00||SUP_001|1|541.02|USD
GRV_CLOTH01_001151|PO_CLOTH01_20240916_DC_01_001849|DC_01|ITM_BAS_0010|224|2024-10-03 00:00:00||SUP_001|1|1706.88|USD
GRV_CLOTH01_001152|PO_CLOTH01_20240916_DC_01_001866|DC_01|ITM_BOT_0030|72|2024-10-03 00:00:00||SUP_001|1|1627.2|USD
GRV_CLOTH01_001153|PO_CLOTH01_20240916_DC_01_001876|DC_01|ITM_FOO_0040|85|2024-10-03 00:00:00||SUP_001|1|1741.65|USD
GRV_CLOTH01_001154|PO_CLOTH01_20240923_DC_01_001923|DC_01|ITM_BAS_0005|423|2024-10-03 00:00:00||SUP_006|1|1438.2|USD
GRV_CLOTH01_001155|PO_CLOTH01_20240923_DC_01_001933|DC_01|ITM_TOP_0015|104|2024-10-03 00:00:00||SUP_006|1|806.0|USD
GRV_CLOTH01_001156|PO_CLOTH01_20240923_DC_01_001934|DC_01|ITM_TOP_0016|293|2024-10-03 00:00:00||SUP_007|1|7609.21|USD
GRV_CLOTH01_001157|PO_CLOTH01_20240923_DC_01_001943|DC_01|ITM_BOT_0025|69|2024-10-03 00:00:00||SUP_006|1|1994.1|USD
GRV_CLOTH01_001158|PO_CLOTH01_20240923_DC_01_001944|DC_01|ITM_BOT_0026|43|2024-10-03 00:00:00||SUP_007|1|1487.8|USD
GRV_CLOTH01_001159|PO_CLOTH01_20240923_DC_01_001952|DC_01|ITM_FOO_0035|119|2024-10-03 00:00:00||SUP_006|1|5172.93|USD
GRV_CLOTH01_001160|PO_CLOTH01_20240923_DC_01_001962|DC_01|ITM_OUT_0045|15|2024-10-03 00:00:00||SUP_006|1|1081.8|USD
GRV_CLOTH01_001161|PO_CLOTH01_20240916_DC_01_001865|DC_01|ITM_BOT_0029|5|2024-10-03 00:00:00||SUP_010|1|196.25|USD
GRV_CLOTH01_001162|PO_CLOTH01_20240916_DC_01_001842|DC_01|ITM_BAS_0003|473|2024-10-04 00:00:00||SUP_004|1|1792.67|USD
GRV_CLOTH01_001163|PO_CLOTH01_20240916_DC_01_001847|DC_01|ITM_BAS_0008|584|2024-10-04 00:00:00||SUP_009|1|1973.92|USD
GRV_CLOTH01_001164|PO_CLOTH01_20240916_DC_01_001850|DC_01|ITM_TOP_0013|93|2024-10-04 00:00:00||SUP_004|1|1956.72|USD
GRV_CLOTH01_001165|PO_CLOTH01_20240916_DC_01_001859|DC_01|ITM_BOT_0023|221|2024-10-04 00:00:00||SUP_004|1|3250.91|USD
GRV_CLOTH01_001166|PO_CLOTH01_20240916_DC_01_001864|DC_01|ITM_BOT_0028|160|2024-10-04 00:00:00||SUP_009|1|4323.2|USD
GRV_CLOTH01_001167|PO_CLOTH01_20240916_DC_01_001869|DC_01|ITM_FOO_0033|63|2024-10-04 00:00:00||SUP_004|1|2858.94|USD
GRV_CLOTH01_001168|PO_CLOTH01_20240916_DC_01_001874|DC_01|ITM_FOO_0038|16|2024-10-04 00:00:00||SUP_009|1|437.28|USD
GRV_CLOTH01_001169|PO_CLOTH01_20240916_DC_01_001879|DC_01|ITM_OUT_0043|3|2024-10-04 00:00:00||SUP_004|1|190.56|USD
GRV_CLOTH01_001170|PO_CLOTH01_20240923_DC_01_001922|DC_01|ITM_BAS_0004|209|2024-10-04 00:00:00||SUP_005|1|1268.63|USD
GRV_CLOTH01_001171|PO_CLOTH01_20240923_DC_01_001932|DC_01|ITM_TOP_0014|107|2024-10-04 00:00:00||SUP_005|1|2788.42|USD
GRV_CLOTH01_001172|PO_CLOTH01_20240923_DC_01_001951|DC_01|ITM_FOO_0034|4|2024-10-04 00:00:00||SUP_005|1|226.44|USD
GRV_CLOTH01_001173|PO_CLOTH01_20240923_DC_01_001961|DC_01|ITM_OUT_0044|35|2024-10-04 00:00:00||SUP_005|1|3462.55|USD
GRV_CLOTH01_001174|PO_CLOTH01_20240923_DC_01_001953|DC_01|ITM_FOO_0036|22|2024-10-05 00:00:00||SUP_007|1|1085.7|USD
GRV_CLOTH01_001175|PO_CLOTH01_20240923_DC_01_001959|DC_01|ITM_OUT_0042|2|2024-10-06 00:00:00||SUP_003|1|92.0|USD
GRV_CLOTH01_001176|PO_CLOTH01_20240923_DC_01_001942|DC_01|ITM_BOT_0024|71|2024-10-06 00:00:00||SUP_005|1|2536.83|USD
GRV_CLOTH01_001177|PO_CLOTH01_20240909_DC_01_001779|DC_01|ITM_BAS_0008|181|2024-10-07 00:00:00||SUP_009|1|611.78|USD
GRV_CLOTH01_001178|PO_CLOTH01_20240930_DC_01_002000|DC_01|ITM_BAS_0002|464|2024-10-07 00:00:00||SUP_003|1|4301.28|USD
GRV_CLOTH01_001179|PO_CLOTH01_20240930_DC_01_002010|DC_01|ITM_TOP_0012|101|2024-10-07 00:00:00||SUP_003|1|1275.63|USD
GRV_CLOTH01_001180|PO_CLOTH01_20240930_DC_01_002020|DC_01|ITM_TOP_0022|188|2024-10-07 00:00:00||SUP_003|1|1825.48|USD
GRV_CLOTH01_001181|PO_CLOTH01_20240930_DC_01_002030|DC_01|ITM_BOT_0032|207|2024-10-07 00:00:00||SUP_003|1|7290.54|USD
GRV_CLOTH01_001182|PO_CLOTH01_20240930_DC_01_002040|DC_01|ITM_OUT_0042|7|2024-10-07 00:00:00||SUP_003|1|322.0|USD
GRV_CLOTH01_001183|PO_CLOTH01_20240923_DC_01_001963|DC_01|ITM_ACC_0047|3|2024-10-07 00:00:00||SUP_008|1|21.51|USD
GRV_CLOTH01_001184|PO_CLOTH01_20240930_DC_01_001999|DC_01|ITM_BAS_0001|358|2024-10-08 00:00:00||SUP_002|1|2792.4|USD
GRV_CLOTH01_001185|PO_CLOTH01_20240930_DC_01_002007|DC_01|ITM_BAS_0009|474|2024-10-08 00:00:00||SUP_010|1|2156.7|USD
GRV_CLOTH01_001186|PO_CLOTH01_20240930_DC_01_002009|DC_01|ITM_TOP_0011|60|2024-10-08 00:00:00||SUP_002|1|1201.8|USD
GRV_CLOTH01_001187|PO_CLOTH01_20240930_DC_01_002017|DC_01|ITM_TOP_0019|106|2024-10-08 00:00:00||SUP_010|1|1181.9|USD
GRV_CLOTH01_001188|PO_CLOTH01_20240930_DC_01_002019|DC_01|ITM_TOP_0021|84|2024-10-08 00:00:00||SUP_002|1|1283.52|USD
GRV_CLOTH01_001189|PO_CLOTH01_20240930_DC_01_002027|DC_01|ITM_BOT_0029|69|2024-10-08 00:00:00||SUP_010|1|2708.25|USD
GRV_CLOTH01_001190|PO_CLOTH01_20240930_DC_01_002029|DC_01|ITM_BOT_0031|168|2024-10-08 00:00:00||SUP_002|1|4613.28|USD
GRV_CLOTH01_001191|PO_CLOTH01_20240930_DC_01_002037|DC_01|ITM_FOO_0039|30|2024-10-08 00:00:00||SUP_010|1|905.1|USD
GRV_CLOTH01_001192|PO_CLOTH01_20240930_DC_01_002039|DC_01|ITM_OUT_0041|6|2024-10-08 00:00:00||SUP_002|1|354.24|USD
GRV_CLOTH01_001193|PO_CLOTH01_20240930_DC_01_002005|DC_01|ITM_BAS_0007|357|2024-10-09 00:00:00||SUP_008|1|2370.48|USD
GRV_CLOTH01_001194|PO_CLOTH01_20240930_DC_01_002015|DC_01|ITM_TOP_0017|79|2024-10-09 00:00:00||SUP_008|1|1858.08|USD
GRV_CLOTH01_001195|PO_CLOTH01_20240930_DC_01_002025|DC_01|ITM_BOT_0027|216|2024-10-09 00:00:00||SUP_008|1|7004.88|USD
GRV_CLOTH01_001196|PO_CLOTH01_20240930_DC_01_002035|DC_01|ITM_FOO_0037|6|2024-10-09 00:00:00||SUP_008|1|113.52|USD
GRV_CLOTH01_001197|PO_CLOTH01_20240923_DC_01_001928|DC_01|ITM_BAS_0010|194|2024-10-10 00:00:00||SUP_001|1|1478.28|USD
GRV_CLOTH01_001198|PO_CLOTH01_20240923_DC_01_001938|DC_01|ITM_TOP_0020|156|2024-10-10 00:00:00||SUP_001|1|4589.52|USD
GRV_CLOTH01_001199|PO_CLOTH01_20240923_DC_01_001947|DC_01|ITM_BOT_0030|48|2024-10-10 00:00:00||SUP_001|1|1084.8|USD
